name,full_name,topics,description,created_at,updated_at,stargazers_count,forks_count,license
pgvecto.rs,tensorchord/pgvecto.rs,"chatgpt, faiss, gpt, hacktoberfest, llm, nearest-neighbor-search, postgres, rust, vector, vector-database","Scalable, Low-latency and Hybrid-enabled Vector Search in Postgres. Revolutionize Vector Search, not Database.",2023-04-15,2024-04-07,1329,51,Apache License 2.0
prompt-in-context-learning,EgoAlpha/prompt-in-context-learning,"chain-of-thought, chatbot, chatgpt, chatgpt-api, cot, in-context-learning, language-modeling, language-understanding, large-language-model, llm, pre-training, prompt, prompt-based-learning, prompt-design, prompt-engineering, prompt-learning, prompt-toolkit, prompt-tuning","Awesome resources for in-context learning and prompt engineering: Mastery of the LLMs such as ChatGPT, GPT-3, and FlanT5, with up-to-date and cutting-edge updates.",2023-03-08,2024-04-07,1322,80,MIT License
helicone,Helicone/helicone,no topic,,2023-01-31,2024-04-07,1319,140,Apache License 2.0
twitter-api-client,trevorhobenshield/twitter-api-client,"api, async, automation, bot, client, scrape, search, twitter, twitter-api, twitter-bot, twitter-scraper, x, x-api, x-bot, x-scraper","Implementation of X/Twitter v1, v2, and GraphQL APIs",2023-03-11,2024-04-07,1311,170,MIT License
intel-extension-for-pytorch,intel/intel-extension-for-pytorch,"deep-learning, intel, machine-learning, neural-network, pytorch, quantization",A Python package for extending the official PyTorch that can easily obtain performance on Intel platform,2020-04-15,2024-04-07,1310,190,Apache License 2.0
gpts-works,all-in-aigc/gpts-works,"chatgpt, gpts, gptstore",A Third-party GPTs store,2023-11-13,2024-04-07,1308,257,Apache License 2.0
awesome-semantic-web,semantalytics/awesome-semantic-web,"awesome, awesome-list, owl, r2rml, rdf, semantic-web, sparql",A curated list of various semantic web and linked data resources.,2016-10-18,2024-04-06,1303,233,Creative Commons Zero v1.0 Universal
hamilton,DAGWorks-Inc/hamilton,"dag, data-analysis, data-engineering, data-science, dataframe, etl, etl-framework, etl-pipeline, feature-engineering, featurization, hacktoberfest, lineage, llmops, machine-learning, mlops, numpy, orchestration, pandas, python, software-engineering","Hamilton helps data scientists and engineers define testable, modular, self-documenting dataflows, that encode lineage and metadata. Runs and scales everywhere python does.",2023-02-23,2024-04-07,1293,76,BSD 3-Clause Clear License
react-agent,eylonmiz/react-agent,"agent, gpt-4, headless, headlessui, llm, react",The open-source React.js Autonomous LLM Agent,2023-05-11,2024-04-06,1286,106,MIT License
ai-legion,eumemic/ai-legion,no topic,An LLM-powered autonomous agent platform,2023-04-10,2024-04-03,1284,149,MIT License
basaran,hyperonym/basaran,"generative, gpt, huggingface, language-model, llama, llm, model, natural-language-processing, nlp, openai-api, python, text-generation, transformers",Basaran is an open-source alternative to the OpenAI text completion API. It provides a compatible streaming API for your Hugging Face Transformers-based text generation models.,2023-02-17,2024-03-30,1284,82,MIT License
code-review-gpt,mattzcarey/code-review-gpt,"azure, azure-devops, chatgpt, ci, code-analysis, code-quality, code-review, github, gpt-3, gpt-4-turbo, gpt4, huggingface, langchain, langchain-typescript, llm, llms, openai, opensource",Your personal code reviewer powered by LLMs (OpenAI GPT-3.5/4) & Embeddings ⚡️ Improve code quality and catch bugs before you break production 🚀 Lives in your Github/GitLab/Azure DevOps CI,2023-07-06,2024-04-07,1281,109,MIT License
mnn-llm,wangzhaode/mnn-llm,"baichuan2-7b, chatglm-6b, chatglm2-6b, codegeex2-6b, cpp, cuda, mnn, opencl, qwen-7b",llm deploy project based mnn.,2023-03-17,2024-04-07,1275,144,Apache License 2.0
xtuner,InternLM/xtuner,"agent, baichuan, chatbot, chatglm, chatglm2, chatglm3, conversational-ai, internlm, large-language-models, llama, llama2, llava, llm, llm-training, mixtral, msagent, peft, qwen, supervised-finetuning","An efficient, flexible and full-featured toolkit for fine-tuning large models (InternLM, Llama, Baichuan, Qwen, ChatGLM)",2023-07-11,2024-04-07,1270,118,Apache License 2.0
conv-emotion,declare-lab/conv-emotion,"conversational-agents, conversational-ai, dialogue-systems, emotion-analysis, emotion-recognition, emotion-recognition-in-conversation, lstm, memory-network, natural-language-processing, natural-language-understanding, pretrained-models, pytorch, sentiment-analysis",This repo contains implementation of different architectures for emotion recognition in conversations.,2018-10-31,2024-04-07,1258,320,MIT License
local-ai-stack,ykhli/local-ai-stack,no topic,A starter kit to build *local-only* AI apps that cost $0 to run -- starting with document Q&A. Written in Javascript,2023-10-31,2024-04-05,1255,178,MIT License
Awesome-Multimodal-Research,Eurus-Holmes/Awesome-Multimodal-Research,"awesome, multimodal, multimodal-learning, multimodal-research",A curated list of Multimodal Related Research.,2019-07-31,2024-04-02,1254,149,MIT License
knowledge,KnowledgeCanvas/knowledge,"knowledge-discovery, knowledge-graph, knowledge-management, large-language-models, learning, llm, research","Knowledge is a tool for saving, searching, accessing, exploring and chatting with all of your favorite websites, documents and files.",2021-07-10,2024-04-05,1254,84,Apache License 2.0
awesome-vector-search,currentslab/awesome-vector-search,"awesome, awesome-list, knn-search, machine-learning, nearest-neighbor-search, search-engine, similarity-search, vector, vector-search, vector-search-engine","Collections of vector search related libraries, service and research papers",2021-04-09,2024-04-07,1251,89,MIT License
FreeAskInternet,nashsu/FreeAskInternet,no topic,"FreeAskInternet is a completely free, private and locally running search aggregator & answer generate using LLM, without GPU needed. The user can ask a question and the system will  make a multi engine search and combine the search result to the ChatGPT3.5 LLM and generate the answer based on search results.",2024-04-05,2024-04-07,1247,102,Apache License 2.0
sparrow,katanaml/sparrow,"computer-vision, gpt, huggingface-transformers, llm, machinelearning, nlp-machine-learning, rag",Data processing with ML and LLM,2022-01-08,2024-04-07,1243,180,GNU General Public License v3.0
BitNet,kyegomez/BitNet,"artificial-intelligence, deep-neural-networks, deeplearning, gpt4, machine-learning, multimodal, multimodal-deep-learning","Implementation of ""BitNet: Scaling 1-bit Transformers for Large Language Models"" in pytorch",2023-10-18,2024-04-07,1243,117,MIT License
openai-kotlin,aallam/openai-kotlin,"api, chatgpt, client, coroutines, dall-e, gpt, kotlin, llm, multiplatform, openai, whisper",OpenAI API client for Kotlin with multiplatform and coroutines capabilities.,2021-03-06,2024-04-06,1242,135,MIT License
kimi-free-api,LLM-Red-Team/kimi-free-api,"chat-api, chatbot, chatgpt-api, kimi-ai, kimi-api, llm, moonshot",🚀 KIMI AI 长文本大模型白嫖服务，支持高速流式输出、联网搜索、长文档解读、图像解析、多轮对话，零配置部署，多路token支持，自动清理会话痕迹。,2024-03-08,2024-04-07,1239,166,GNU General Public License v3.0
obsidian-textgenerator-plugin,nhaouari/obsidian-textgenerator-plugin,"ai, chatgpt, gpt-3, gpt-4, huggingface, llm, nlg, obsidian, obsidian-plugin, openai, pkm, plugin, writing, writing-tool",Text generator is a handy plugin for Obsidian that helps you generate text content using GPT-3 (OpenAI).,2022-02-27,2024-04-07,1239,99,MIT License
LlamaIndexTS,run-llama/LlamaIndexTS,no topic,LlamaIndex is a data framework for your LLM applications,2023-06-13,2024-04-07,1238,252,MIT License
RestGPT,Yifan-Song793/RestGPT,no topic,An LLM-based autonomous agent controlling real-world applications via RESTful APIs,2023-08-26,2024-04-04,1225,85,MIT License
pretzelai,pretzelai/pretzelai,"analytics, artificial-intelligence, business-intelligence, businessintelligence, dashboard, data, data-analysis, data-analytics, data-science, data-visualization, duckdb, notebooks, open-source, prql, reporting, sql, sql-editor, sql-editor-online, visualization, wasm","Open-source, browser-local data exploration using DuckDB-Wasm and PRQL",2024-03-12,2024-04-07,1220,78,Apache License 2.0
PyRIT,Azure/PyRIT,"ai-red-team, generative-ai, red-team-tools, responsible-ai",The Python Risk Identification Tool for generative AI (PyRIT) is an open access automation framework to empower security professionals and machine learning engineers to proactively find risks in their generative AI systems.,2023-12-12,2024-04-07,1219,224,MIT License
Data-Copilot,zwq2018/Data-Copilot,no topic,Data-Copilot: Bridging Billions of Data and Humans with Autonomous Workflow,2023-06-09,2024-04-07,1216,112,MIT License
self-rewarding-lm-pytorch,lucidrains/self-rewarding-lm-pytorch,"artificial-intelligence, beyond-human-data, deep-learning, self-rewarding, transformers","Implementation of the training framework proposed in Self-Rewarding Language Model, from MetaAI",2024-01-19,2024-04-07,1216,67,MIT License
ktrain,amaiya/ktrain,"computer-vision, deep-learning, graph-neural-networks, keras, machine-learning, nlp, python, tabular-data, tensorflow",ktrain is a Python library that makes deep learning and AI more accessible and easier to apply,2019-02-06,2024-04-05,1211,269,Apache License 2.0
chatarena,Farama-Foundation/chatarena,"ai, artificial-intelligence, chatgpt, gpt-4, large-language-models, multi-agent, multi-agent-reinforcement-learning, multi-agent-simulation, natural-language-processing, python",ChatArena (or Chat Arena) is a Multi-Agent Language Game Environments for LLMs. The goal is to develop communication and collaboration capabilities of AIs.,2023-03-06,2024-04-05,1206,122,Apache License 2.0
diffrax,patrick-kidger/diffrax,"deep-learning, differential-equations, dynamical-systems, equinox, jax, machine-learning, neural-differential-equations, neural-networks",Numerical differential equation solvers in JAX. Autodifferentiable and GPU-capable. https://docs.kidger.site/diffrax/,2021-07-25,2024-04-06,1206,107,Apache License 2.0
generative-ai-docs,google/generative-ai-docs,"ai, chatbot, documentation, embeddings, llm, machine-learning",Documentation for Google's Generative AI developer site,2023-04-06,2024-04-06,1197,396,Apache License 2.0
Awesome-Graph-LLM,XiaoxinHe/Awesome-Graph-LLM,no topic,A collection of AWESOME things about Graph-Related LLMs.,2023-06-05,2024-04-07,1191,86,MIT License
awesome-gpts,taranjeet/awesome-gpts,"awesome, awesome-list, chatgpt, gpts, gptstore, lists, resources",Collection of all the GPTs created by the community,2023-11-10,2024-04-05,1191,81,MIT License
Lumos,andrewnguonly/Lumos,"chrome-extension, langchain, langchain-js, llm, ollama, react, typescript, webpack","A RAG LLM co-pilot for browsing the web, powered by local LLMs",2023-11-13,2024-04-07,1185,83,MIT License
chidori,ThousandBirdsInc/chidori,"agents, ai, debugging, framework, llmops, llms, orchestration",A reactive runtime for building durable AI agents,2023-07-19,2024-04-06,1183,45,MIT License
AutoPR,irgolic/AutoPR,"action, actions, ai, chatgpt, github-action, github-actions, gpt, gpt-3, gpt-4, llm, openai",Run AI-powered workflows over your codebase,2023-03-18,2024-04-02,1183,79,MIT License
FastEdit,hiyouga/FastEdit,"bloom, chatbots, chatgpt, falcon, gpt, large-language-models, llama, llms, pytorch, transformers",🩹Editing large language models within 10 seconds⚡,2023-07-09,2024-04-06,1172,83,Apache License 2.0
tensor-house,ikatsov/tensor-house,"ai, customer-analysis, data-science, deep-learning, llm, machine-learning, marketing, models, personalization, reinforcement-learning, supply-chain","A collection of reference Jupyter notebooks and demo AI/ML applications for enterprise use cases: marketing, pricing, supply chain, smart manufacturing, and more. ",2017-11-24,2024-04-07,1153,444,Apache License 2.0
CVPR2024-Papers-with-Code-Demo,DWCTOD/CVPR2024-Papers-with-Code-Demo,"computer-vision, cvpr, cvpr2021, cvpr2022, cvpr2023, cvpr2024, llm, multimodal-deep-learning, object-detection, segment-anything, segmentation","收集 CVPR 最新的成果，包括论文、代码和demo视频等，欢迎大家推荐！Collect the latest CVPR (Conference on Computer Vision and Pattern Recognition) results, including papers, code, and demo videos, etc., and welcome recommendations from everyone!",2021-03-13,2024-04-05,1152,138,Apache License 2.0
languagemodels,jncraton/languagemodels,"llm, nlp, python",Explore large language models in 512MB of RAM,2023-05-07,2024-04-05,1151,78,MIT License
llama.go,gotzmann/llama.go,"alpaca, chatgpt, dalai, gpt, gpt3, gpt4, gpt4all, llama, llama-cpp, llm, vicuna",llama.go is like llama.cpp in pure Golang!,2023-03-19,2024-04-05,1151,58,Other
aiops-handbook,chenryn/aiops-handbook,"aiops, anomalydetection, kpi","Collection of slides, repositories, papers about AIOps",2018-08-06,2024-04-04,1146,269,Apache License 2.0
openllmetry,traceloop/openllmetry,"artifical-intelligence, datascience, generative-ai, good-first-issue, good-first-issues, help-wanted, llm, llmops, metrics, ml, model-monitoring, monitoring, observability, open-source, open-telemetry, opentelemetry, opentelemetry-python, python","Open-source observability for your LLM application, based on OpenTelemetry",2023-09-02,2024-04-07,1142,77,Apache License 2.0
gorilla-cli,gorilla-llm/gorilla-cli,"aws, bash, cli, gcp, iterm2, k8s, kubernetes, kubernetes-cli, llm, productivity, shell, terminal, wsl, zsh",LLMs for your CLI,2023-06-20,2024-04-06,1130,69,Apache License 2.0
llm-chain,sobelio/llm-chain,"chatgpt, langchain, llama, llm, openai, rust, text-summary",`llm-chain` is a powerful rust crate for building chains in large language models allowing you to summarise text and complete complex tasks,2023-03-24,2024-04-07,1127,109,MIT License
safe-rlhf,PKU-Alignment/safe-rlhf,"ai-safety, alpaca, beaver, datasets, deepspeed, gpt, large-language-models, llama, llm, llms, reinforcement-learning, reinforcement-learning-from-human-feedback, rlhf, safe-reinforcement-learning, safe-reinforcement-learning-from-human-feedback, safe-rlhf, safety, transformer, transformers, vicuna",Safe RLHF: Constrained Value Alignment via Safe Reinforcement Learning from Human Feedback,2023-05-15,2024-04-06,1125,91,Apache License 2.0
enchanted,AugustDev/enchanted,"ios, large-language-model, llama, llama2, llm, mistral, ollama, ollama-app, swift","Enchanted is iOS and macOS app for chatting with private self hosted language models such as Llama2, Mistral or Vicuna using Ollama.",2023-12-13,2024-04-07,1125,79,Apache License 2.0
kernel-memory,microsoft/kernel-memory,"indexing, llm, memory, rag, semantic-search","Index and query any data using LLM and natural language, tracking sources and showing citations.",2023-07-13,2024-04-07,1123,198,MIT License
ray-llm,ray-project/ray-llm,"distributed-systems, large-language-models, llm, llm-inference, llm-serving, llmops, ray, serving, transformers",RayLLM - LLMs on Ray,2023-05-31,2024-04-07,1112,77,Apache License 2.0
bert4torch,Tongjilibo/bert4torch,"belle, bert, bert4keras, bert4torch, chatglm, large-language-models, llama, llm, named-entity-recognition, nlp, pytorch, relation-extraction, seq2seq, text-classification, transformers",An elegent pytorch implement of transformers,2022-03-12,2024-04-07,1106,138,MIT License
datatrove,huggingface/datatrove,no topic,Freeing data processing from scripting madness by providing a set of platform-agnostic customizable pipeline processing blocks.,2023-06-14,2024-04-07,1101,57,Apache License 2.0
dataherald,Dataherald/dataherald,"ai, database, finetuning, llm, nl-to-sql, rag, sql, text-to-sql","Interact with your SQL database, Natural Language to SQL using LLMs",2023-06-20,2024-04-07,1096,95,Apache License 2.0
rwkv.cpp,RWKV/rwkv.cpp,"deep-learning, ggml, language-model, llm, machine-learning, quantization, rwkv",INT4/INT5/INT8 and FP16 inference on CPU for RWKV language model,2023-03-30,2024-04-03,1088,71,MIT License
Generalization-Causality,yfzhang114/Generalization-Causality,"adaptation, causality, deep-learning, generative-model, machine-learning, optimization, robustness",关于domain generalization，domain adaptation，causality，robutness，prompt，optimization，generative model各式各样研究的阅读笔记,2021-06-23,2024-04-05,1084,100,MIT License
twinny,rjmacarthy/twinny,"artificial-intelligence, code-chat, code-completion, code-generation, codellama, copilot, free, llama2, llamacpp, ollama, ollama-api, ollama-chat, private, vscode-extension","The most no-nonsense locally hosted (or API hosted) AI code completion plugin for Visual Studio Code, like GitHub Copilot but 100% free!",2023-08-21,2024-04-07,1082,67,MIT License
Dromedary,IBM/Dromedary,no topic,"Dromedary: towards helpful, ethical and reliable LLMs.",2023-05-03,2024-04-07,1082,80,GNU General Public License v3.0
axflow,axflow/axflow,"ai, llm, typescript",The TypeScript framework for AI development,2023-07-02,2024-04-07,1079,46,MIT License
machine-learning-curriculum,offchan42/machine-learning-curriculum,"chainer, convolutional-neural-networks, course, curriculum, deep-learning, guide, machine-learning, mlops-workflow, mxnet, neural-network, python, pytorch, recurrent-neural-networks, reinforcement-learning, tensorflow",:computer: Learn to make machines learn so that you don't have to struggle to program them; The ultimate list,2016-12-12,2024-04-05,1074,250,MIT License
awesome-quincy-larson-emails,sourabh-joshi/awesome-quincy-larson-emails,no topic,This repository is an archive of emails that are sent by the awesome Quincy Larson every week.,2021-02-16,2024-04-06,1074,125,MIT License
llm-vscode,huggingface/llm-vscode,no topic,LLM powered development for VSCode,2023-02-16,2024-04-07,1072,117,Apache License 2.0
onju-voice,justLV/onju-voice,no topic,A hackable AI home assistant platform,2023-08-08,2024-04-07,1064,57,MIT License
machine-learning,patchy631/machine-learning,no topic,,2022-06-01,2024-04-07,1064,217,MIT License
fsdp_qlora,AnswerDotAI/fsdp_qlora,no topic,Training LLMs with QLoRA + FSDP,2024-01-14,2024-04-07,1061,150,Apache License 2.0
chatgpt-tool-hub,goldfishh/chatgpt-tool-hub,no topic,An open-source chatgpt tool ecosystem where you can combine tools with chatgpt and use natural language to do anything.,2023-03-27,2024-04-05,1059,135,MIT License
R2R,SciPhi-AI/R2R,"artificial-intelligence, chatbot, data-pipelines, deep-learning, langchain, large-language-models, llama-index, llm, machine-learning, ocr, pdf, question-answering, retrieval, retrieval-augmented-generation, retrieval-systems, search",A framework for fast development and deployment of production-ready RAG pipelines.,2024-02-12,2024-04-07,1056,85,MIT License
luminal,jafioti/luminal,no topic,Deep learning at the speed of light.,2023-07-18,2024-04-07,1055,67,Apache License 2.0
Skywork,SkyworkAI/Skywork,llm,"Skywork series models are pre-trained on 3.2TB of high-quality multilingual (mainly Chinese and English) and code data. We have open-sourced the model, training data, evaluation data, evaluation methods, etc.       天工系列模型在3.2TB高质量多语言和代码数据上进行预训练。我们开源了模型参数，训练数据，评估数据，评估方法。",2023-10-10,2024-04-06,1044,91,Other
deep-chat,OvidijusParsiunas/deep-chat,"ai, ai-chatbot, angular, chat, chatbot, chatgpt, cohere, component, files, huggingface, image, nextjs, openai, react, react-chatbot, solid, speech, svelte, vue",Fully customizable AI chatbot component for your website,2023-02-19,2024-04-07,1033,130,MIT License
Awesome-LLM-Reasoning,atfortes/Awesome-LLM-Reasoning,"awesome, chain-of-thought, chatgpt, cot, gpt, gpt-4, in-context-learning, language-models, mllm, multimodal, papers, prompt, prompt-engineering, question-answering, reasoning, vllm","Papers and resources on Reasoning in Language Models (LLMs), including Chain-of-Thought, Instruction-Tuning, Multimodality. ",2022-11-05,2024-04-07,1031,53,MIT License
LLMCompiler,SqueezeAILab/LLMCompiler,"efficient-inference, function-calling, large-language-models, llama, llama2, llm, llm-agent, llm-agents, llm-framework, llms, natural-language-processing, nlp, parallel-function-call, transformer",LLMCompiler: An LLM Compiler for Parallel Function Calling,2023-12-06,2024-04-07,1029,79,MIT License
GaLore,jiaweizzhao/GaLore,no topic,GaLore: Memory-Efficient LLM Training by Gradient Low-Rank Projection,2024-03-07,2024-04-07,1023,104,Apache License 2.0
awesome-transformer-nlp,cedrickchee/awesome-transformer-nlp,"attention-mechanism, awesome, awesome-list, bert, chatgpt, gpt-2, gpt-3, gpt-4, language-model, llama, natural-language-processing, neural-networks, nlp, pre-trained-language-models, transfer-learning, transformer, xlnet","A curated list of NLP resources focused on Transformer networks, attention mechanism, GPT, BERT, ChatGPT, LLMs, and transfer learning.",2019-01-13,2024-04-01,1022,122,MIT License
awesome_LLMs_interview_notes,jackaduma/awesome_LLMs_interview_notes,"ai, interview-practice, interview-preparation, interview-questions, interviews, large-language-models, llm, nlp",LLMs interview notes and answers:该仓库主要记录大模型（LLMs）算法工程师相关的面试题和参考答案,2023-09-21,2024-04-07,1019,161,MIT License
chameleon-llm,lupantech/chameleon-llm,"ai, chatgpt, gpt-4, llm, openai, python, tool","Codes for ""Chameleon: Plug-and-Play Compositional Reasoning with Large Language Models"".",2023-04-19,2024-04-02,1009,84,Apache License 2.0
bramses-highly-opinionated-vault-2023,bramses/bramses-highly-opinionated-vault-2023,obsidian-md,"A highly opinionated, fully featured Obsidian vault that can get you from Zero to Zettelkasten lickety split!",2022-12-08,2024-04-03,1009,49,MIT License
offensive-ai-compilation,jiep/offensive-ai-compilation,"adversarial-machine-learning, ai-security, artificial-intelligence, compilation, offensive-ai",A curated list of useful resources that cover Offensive AI.,2023-01-28,2024-04-07,1002,98,Creative Commons Attribution Share Alike 4.0 International
